TABLE "anxiety_user"
ATTRIBUTES 23
 f_0_a symbolic
 f_1_a symbolic
 f_2_a symbolic
 f_3_a symbolic
 f_4_a symbolic
 f_5_a symbolic
 f_6_a symbolic
 f_7_a symbolic
 f_8_a symbolic
 f_9_a symbolic
 child_number symbolic
 education symbolic
 gender symbolic
 partner_education symbolic
 partner_age symbolic
 no_of_daughters symbolic
 no_of_sons symbolic
 age_oldest_child symbolic
 average_child_age symbolic
 age symbolic
 years_of_mariage symbolic
 years_of_relationship symbolic
 group symbolic
OBJECTS 1970
"2-2" "1-1" "2-3" "2-1" "1-0" "1-1" "1-0" "1-0" "2-0" "2-0" "2-4" "1-1" "0-0" "1-1" "41-45" "1-2" "1-2" "8-11" "10-16" "38-45" "12-21" "14-27" "0-1"
"2-1" "1-0" "2-1" "2-2" "1-1" "1-1" "1-0" "1-1" "2-0" "2-1" "2-2" "1-1" "0-0" "1-1" "41-51" "1-1" "1-1" "8-15" "10-17" "38-49" "12-24" "14-32" "0-1"
"2-0" "1-1" "2-1" "2-2" "1-0" "1-0" "1-0" "1-1" "2-1" "2-0" "2-3" "1-0" "0-0" "1-0" "41-53" "1-2" "1-1" "8-14" "10-20" "38-53" "12-27" "14-29" "0-2"
"2-1" "1-1" "2-1" "2-1" "1-1" "1-1" "1-0" "1-0" "2-0" "2-0" "2-3" "1-1" "0-1" "1-0" "41-53" "1-1" "1-2" "8-17" "10-25" "38-53" "12-31" "14-37" "0-1"
"2-1" "1-1" "2-1" "2-2" "1-1" "1-1" "1-0" "1-1" "2-1" "2-2" "2-3" "1-1" "0-1" "1-1" "41-45" "1-1" "1-2" "8-8" "10-13" "38-49" "12-20" "14-24" "0-1"
"2-1" "1-0" "2-1" "2-1" "1-0" "1-1" "1-0" "1-1" "2-1" "2-1" "2-4" "1-1" "0-1" "1-1" "41-46" "1-1" "1-3" "8-7" "10-12" "38-44" "12-21" "14-23" "0-1"
"2-0" "1-0" "2-0" "2-3" "1-0" "1-0" "1-0" "1-1" "2-1" "2-0" "2-2" "1-1" "0-1" "1-1" "41-42" "1-0" "1-2" "8-12" "10-13" "38-40" "12-15" "14-17" "0-1"
"2-2" "1-1" "2-0" "2-2" "1-0" "1-0" "1-0" "1-0" "2-2" "2-0" "2-5" "1-1" "0-1" "1-1" "41-43" "1-1" "1-4" "8-11" "10-14" "38-46" "12-20" "14-22" "0-1"
"2-1" "1-1" "2-2" "2-3" "1-0" "1-0" "1-0" "1-0" "2-0" "2-0" "2-2" "1-1" "0-0" "1-1" "41-41" "1-1" "1-1" "8-12" "10-14" "38-41" "12-16" "14-22" "0-1"
"2-1" "1-1" "2-1" "2-3" "1-0" "1-1" "1-0" "1-1" "2-1" "2-1" "2-5" "1-1" "0-0" "1-1" "41-46" "1-1" "1-4" "8-11" "10-14" "38-43" "12-20" "14-22" "0-1"
"2-1" "1-0" "2-1" "2-1" "1-0" "1-1" "1-0" "1-1" "2-1" "2-1" "2-3" "1-0" "0-1" "1-1" "41-44" "1-0" "1-3" "8-11" "10-14" "38-53" "12-19" "14-21" "0-1"
"2-1" "1-0" "2-1" "2-3" "1-0" "1-0" "1-0" "1-0" "2-0" "2-0" "2-1" "1-1" "0-1" "1-1" "41-47" "1-1" "1-0" "8-10" "10-10" "38-49" "12-22" "14-25" "0-1"
"2-2" "1-0" "2-0" "2-2" "1-0" "1-1" "1-0" "1-0" "2-0" "2-0" "2-2" "1-1" "0-1" "1-1" "41-40" "1-2" "1-0" "8-12" "10-13" "38-40" "12-18" "14-22" "0-1"
"2-1" "1-1" "2-1" "2-2" "1-1" "1-1" "1-0" "1-0" "2-1" "2-1" "2-3" "1-1" "0-1" "1-1" "41-44" "1-1" "1-2" "8-6" "10-12" "38-48" "12-19" "14-24" "0-1"
"2-1" "1-1" "2-1" "2-2" "1-0" "1-1" "1-1" "1-2" "2-1" "2-1" "2-4" "1-1" "0-0" "1-1" "41-40" "1-4" "1-0" "8-6" "10-8" "38-34" "12-10" "14-12" "0-1"
"2-3" "1-0" "2-2" "2-3" "1-0" "1-2" "1-0" "1-0" "2-0" "2-0" "2-2" "1-1" "0-0" "1-1" "41-44" "1-1" "1-1" "8-13" "10-14" "38-45" "12-20" "14-22" "0-1"
"2-1" "1-0" "2-1" "2-2" "1-1" "1-0" "1-0" "1-0" "2-0" "2-1" "2-1" "1-1" "0-1" "1-1" "41-36" "1-1" "1-0" "8-7" "10-7" "38-37" "12-8" "14-10" "0-1"
"2-1" "1-1" "2-1" "2-1" "1-1" "1-1" "1-0" "1-1" "2-0" "2-0" "2-2" "1-1" "0-1" "1-1" "41-35" "1-2" "1-0" "8-4" "10-6" "38-34" "12-9" "14-11" "0-1"
"2-1" "1-0" "2-1" "2-3" "1-1" "1-1" "1-0" "1-1" "2-0" "2-0" "2-3" "1-1" "0-0" "1-1" "41-45" "1-1" "1-2" "8-9" "10-12" "38-43" "12-18" "14-20" "0-1"
"2-1" "1-0" "2-0" "2-2" "1-0" "1-0" "1-0" "1-1" "2-1" "2-0" "2-3" "1-1" "0-1" "1-1" "41-39" "1-2" "1-1" "8-4" "10-7" "38-38" "12-10" "14-12" "0-1"
"2-2" "1-1" "2-2" "2-3" "1-0" "1-0" "1-0" "1-1" "2-1" "2-2" "2-2" "1-1" "0-0" "1-1" "41-41" "1-2" "1-0" "8-10" "10-12" "38-41" "12-15" "14-16" "0-1"
"2-1" "1-1" "2-2" "2-2" "1-0" "1-0" "1-0" "1-0" "2-0" "2-0" "2-3" "1-1" "0-1" "1-1" "41-40" "1-1" "1-2" "8-10" "10-13" "38-46" "12-19" "14-22" "0-1"
"2-1" "1-0" "2-1" "2-2" "1-0" "1-0" "1-0" "1-2" "2-0" "2-1" "2-2" "1-1" "0-0" "1-1" "41-48" "1-1" "1-1" "8-10" "10-15" "38-49" "12-4" "14-26" "0-1"
"2-2" "1-2" "2-2" "2-2" "1-1" "1-1" "1-0" "1-1" "2-2" "2-1" "2-1" "1-1" "0-0" "1-1" "41-49" "1-1" "1-0" "8-10" "10-10" "38-47" "12-22" "14-25" "0-1"
"2-1" "1-0" "2-1" "2-2" "1-0" "1-1" "1-0" "1-1" "2-1" "2-1" "2-0" "1-1" "0-1" "1-0" "41-51" "1-0" "1-0" "8-0" "10-0" "38-53" "12-5" "14-6" "0-1"
"2-3" "1-1" "2-2" "2-1" "1-1" "1-1" "1-0" "1-2" "2-1" "2-2" "2-2" "1-0" "0-0" "1-0" "41-36" "1-0" "1-2" "8-10" "10-10" "38-35" "12-14" "14-18" "0-1"
"2-1" "1-0" "2-1" "2-3" "1-1" "1-0" "1-0" "1-1" "2-1" "2-1" "2-3" "1-1" "0-1" "1-1" "41-40" "1-0" "1-3" "8-5" "10-8" "38-38" "12-13" "14-19" "0-1"
"2-1" "1-0" "2-0" "2-3" "1-1" "1-0" "1-0" "1-0" "2-0" "2-1" "2-2" "1-1" "0-1" "1-1" "41-38" "1-1" "1-1" "8-8" "10-10" "38-41" "12-12" "14-14" "0-1"
"2-2" "1-1" "2-1" "2-1" "1-0" "1-1" "1-0" "1-2" "2-0" "2-0" "2-4" "1-1" "0-0" "1-1" "41-48" "1-2" "1-2" "8-11" "10-14" "38-45" "12-20" "14-23" "0-1"
"2-2" "0-1" "0-1" "2-2" "0-1" "1-0" "0-0" "0-3" "0-1" "0-2" "2-6" "1-1" "1-1" "1-1" "40-40" "2-4" "0-2" "12-3" "13-9" "40-40" "18-16" "22-22" "1-0"
"2-3" "0-0" "0-3" "2-1" "0-0" "1-0" "0-0" "0-3" "0-1" "0-1" "2-2" "1-1" "1-0" "1-1" "40-61" "2-1" "0-1" "12-23" "13-24" "40-53" "18-29" "22-29" "1-0"
"2-3" "0-1" "0-3" "2-1" "0-2" "1-2" "0-0" "0-3" "0-2" "0-2" "2-2" "1-1" "1-0" "1-1" "40-61" "2-1" "0-1" "12-23" "13-24" "40-53" "18-29" "22-29" "1-0"
"2-2" "0-2" "0-3" "2-2" "0-1" "1-2" "0-0" "0-2" "0-0" "0-2" "2-2" "1-0" "1-1" "1-1" "40-40" "2-2" "0-0" "12-4" "13-5" "40-39" "18-6" "22-11" "1-0"
"2-2" "0-2" "0-2" "2-2" "0-2" "1-1" "0-1" "0-1" "0-2" "0-1" "2-5" "1-1" "1-1" "1-0" "40-54" "2-2" "0-3" "12-17" "13-26" "40-59" "18-32" "22-38" "1-0"
"2-2" "0-3" "0-3" "2-1" "0-3" "1-2" "0-2" "0-3" "0-3" "0-3" "2-2" "1-1" "1-1" "1-1" "40-47" "2-1" "0-1" "12-10" "13-12" "40-50" "18-19" "22-22" "1-0"
"2-2" "0-2" "0-2" "2-1" "0-2" "1-2" "0-1" "0-2" "0-2" "0-2" "2-0" "1-1" "1-0" "1-1" "40-45" "2-0" "0-0" "12-0" "13-0" "40-41" "18-13" "22-16" "1-0"
"2-0" "0-1" "0-1" "2-2" "0-0" "1-0" "0-0" "0-1" "0-1" "0-0" "2-3" "1-0" "1-0" "1-0" "40-53" "2-2" "0-1" "12-14" "13-20" "40-53" "18-27" "22-29" "1-2"
"2-3" "0-0" "0-3" "2-1" "0-2" "1-2" "0-0" "0-2" "0-1" "0-2" "2-2" "1-1" "1-1" "1-1" "40-30" "2-1" "0-1" "12-3" "13-4" "40-36" "18-7" "22-10" "1-0"
"2-2" "0-2" "0-1" "2-2" "0-1" "1-1" "0-1" "0-2" "0-1" "0-1" "2-2" "1-1" "1-0" "1-1" "40-51" "2-1" "0-1" "12-16" "13-19" "40-48" "18-24" "22-24" "1-0"
"2-2" "0-2" "0-3" "2-1" "0-2" "1-2" "0-1" "0-2" "0-2" "0-3" "2-0" "1-1" "1-1" "1-1" "40-33" "2-0" "0-0" "12-0" "13-0" "40-35" "18-6" "22-13" "1-0"
"2-2" "0-1" "0-1" "2-1" "0-0" "1-1" "0-0" "0-2" "0-1" "0-2" "2-1" "1-1" "1-0" "1-1" "40-41" "2-0" "0-1" "12-9" "13-9" "40-40" "18-14" "22-17" "1-0"
"2-3" "0-2" "0-2" "2-2" "0-2" "1-1" "0-0" "0-1" "0-1" "0-1" "2-4" "1-1" "1-0" "1-1" "40-59" "2-3" "0-1" "12-19" "13-25" "40-60" "18-34" "22-37" "1-0"
"2-3" "0-2" "0-2" "2-1" "0-1" "1-2" "0-0" "0-2" "0-3" "0-1" "2-6" "1-1" "1-1" "1-1" "40-52" "2-3" "0-3" "12-12" "13-21" "40-54" "18-29" "22-30" "1-0"
"2-1" "0-2" "0-2" "2-1" "0-1" "1-1" "0-1" "0-1" "0-1" "0-1" "2-2" "1-1" "1-0" "1-1" "40-40" "2-1" "0-1" "12-7" "13-12" "40-43" "18-9" "22-15" "1-0"
"2-2" "0-2" "0-2" "2-2" "0-3" "1-2" "0-1" "0-1" "0-1" "0-1" "2-3" "1-1" "1-0" "1-0" "40-54" "2-2" "0-1" "12-9" "13-20" "40-54" "18-31" "22-33" "1-0"
"2-3" "0-3" "0-2" "2-0" "0-2" "1-2" "0-2" "0-2" "0-2" "0-2" "2-2" "1-1" "1-1" "1-1" "40-45" "2-1" "0-1" "12-13" "13-14" "40-44" "18-20" "22-22" "1-0"
"2-2" "0-1" "0-2" "2-2" "0-1" "1-1" "0-1" "0-1" "0-2" "0-2" "2-2" "1-1" "1-0" "1-1" "40-41" "2-1" "0-1" "12-8" "13-10" "40-38" "18-12" "22-14" "1-0"
"2-3" "0-2" "0-1" "2-1" "0-1" "1-1" "0-0" "0-3" "0-2" "0-1" "2-4" "1-1" "1-0" "1-1" "40-37" "2-3" "0-1" "12-5" "13-7" "40-35" "18-11" "22-14" "1-0"
"2-2" "0-2" "0-2" "2-2" "0-0" "1-1" "0-1" "0-2" "0-1" "0-1" "2-1" "1-1" "1-0" "1-1" "40-36" "2-0" "0-1" "12-12" "13-12" "40-36" "18-13" "22-18" "1-0"
"2-3" "0-2" "0-3" "2-1" "0-3" "1-2" "0-1" "0-2" "0-2" "0-2" "2-3" "1-1" "1-0" "1-1" "40-34" "2-2" "0-1" "12-5" "13-7" "40-34" "18-9" "22-10" "1-0"
"2-2" "0-2" "0-2" "2-2" "0-0" "1-1" "0-2" "0-1" "0-1" "0-2" "2-4" "1-1" "1-0" "1-1" "40-59" "2-3" "0-1" "12-19" "13-25" "40-60" "18-34" "22-37" "1-0"
"2-2" "0-2" "0-2" "2-2" "0-2" "1-2" "0-0" "0-1" "0-1" "0-1" "2-2" "1-1" "1-1" "1-1" "40-48" "2-1" "0-1" "12-16" "13-19" "40-51" "18-24" "22-24" "1-0"
"2-3" "0-2" "0-1" "2-1" "0-1" "1-1" "0-0" "0-3" "0-3" "0-2" "2-3" "1-1" "1-0" "1-1" "40-59" "2-0" "0-3" "12-20" "13-28" "40-58" "18-34" "22-36" "1-0"
"2-3" "0-3" "0-1" "2-1" "0-2" "1-2" "0-2" "0-1" "0-1" "0-1" "2-0" "1-1" "1-1" "1-1" "40-41" "2-0" "0-0" "12-0" "13-0" "40-45" "18-13" "22-16" "1-0"
"2-2" "0-1" "0-2" "2-2" "0-2" "1-1" "0-0" "0-1" "0-1" "0-1" "2-3" "1-0" "1-0" "1-1" "40-59" "2-2" "0-1" "12-20" "13-24" "40-58" "18-28" "22-28" "1-0"
"2-3" "0-0" "0-3" "2-3" "0-1" "1-1" "0-1" "0-2" "0-1" "0-1" "2-2" "1-1" "1-0" "1-1" "40-36" "2-1" "0-1" "12-3" "13-4" "40-30" "18-7" "22-10" "1-0"
"2-2" "0-2" "0-3" "2-1" "0-1" "1-2" "0-1" "0-2" "0-1" "0-2" "2-2" "1-1" "1-1" "1-1" "40-34" "2-1" "0-1" "12-4" "13-6" "40-27" "18-9" "22-13" "1-0"
"2-3" "0-1" "0-2" "2-0" "0-1" "1-1" "0-1" "0-2" "0-1" "0-1" "2-3" "1-1" "1-0" "1-1" "40-57" "2-0" "0-3" "12-10" "13-12" "40-44" "18-16" "22-18" "1-0"
"2-2" "0-1" "0-2" "2-1" "0-1" "1-1" "0-1" "0-2" "0-2" "0-2" "2-2" "1-1" "1-0" "1-1" "40-49" "2-1" "0-1" "12-13" "13-20" "40-50" "18-27" "22-28" "1-0"
"2-2" "0-2" "0-0" "2-2" "0-2" "1-2" "0-0" "0-3" "0-0" "0-2" "2-3" "1-1" "1-0" "1-1" "40-49" "2-1" "0-2" "12-8" "13-13" "40-45" "18-20" "22-24" "1-0"
"2-3" "0-1" "0-3" "2-0" "0-1" "1-3" "0-0" "0-2" "0-0" "0-0" "2-2" "1-1" "1-0" "1-1" "40-34" "2-0" "0-2" "12-5" "13-6" "40-33" "18-10" "22-16" "1-0"
"2-3" "0-1" "0-2" "2-2" "0-1" "1-1" "0-1" "0-2" "0-1" "0-2" "2-2" "1-1" "1-0" "1-1" "40-40" "2-1" "0-1" "12-7" "13-8" "40-33" "18-11" "22-14" "1-0"
"2-2" "0-2" "0-2" "2-1" "0-1" "1-2" "0-1" "0-2" "0-2" "0-2" "2-3" "1-0" "1-0" "1-1" "40-53" "2-1" "0-2" "12-17" "13-25" "40-53" "18-31" "22-37" "1-0"
"1-2" "1-1" "1-1" "2-2" "1-1" "1-0" "0-0" "0-3" "1-1" "1-2" "3-6" "1-1" "1-1" "1-1" "44-40" "1-4" "2-2" "6-3" "12-9" "48-40" "19-16" "24-22" "1-0"
"1-3" "1-0" "1-3" "2-1" "1-0" "1-0" "0-0" "0-3" "1-1" "1-1" "3-2" "1-1" "1-0" "1-1" "44-61" "1-1" "2-1" "6-23" "12-24" "48-53" "19-29" "24-29" "1-0"
"1-3" "1-1" "1-3" "2-1" "1-2" "1-2" "0-0" "0-3" "1-2" "1-2" "3-2" "1-1" "1-0" "1-1" "44-61" "1-1" "2-1" "6-23" "12-24" "48-53" "19-29" "24-29" "1-0"
"1-2" "1-2" "1-3" "2-2" "1-1" "1-2" "0-0" "0-2" "1-0" "1-2" "3-2" "1-0" "1-1" "1-1" "44-40" "1-2" "2-0" "6-4" "12-5" "48-39" "19-6" "24-11" "1-0"
"1-2" "1-2" "1-2" "2-2" "1-2" "1-1" "0-1" "0-1" "1-2" "1-1" "3-5" "1-1" "1-1" "1-0" "44-54" "1-2" "2-3" "6-17" "12-26" "48-59" "19-32" "24-38" "1-0"
"1-2" "1-3" "1-3" "2-1" "1-3" "1-2" "0-2" "0-3" "1-3" "1-3" "3-2" "1-1" "1-1" "1-1" "44-47" "1-1" "2-1" "6-10" "12-12" "48-50" "19-19" "24-22" "1-0"
"1-2" "1-2" "1-2" "2-1" "1-2" "1-2" "0-1" "0-2" "1-2" "1-2" "3-0" "1-1" "1-0" "1-1" "44-45" "1-0" "2-0" "6-0" "12-0" "48-41" "19-13" "24-16" "1-0"
"1-0" "1-1" "1-1" "2-2" "1-0" "1-0" "0-0" "0-1" "1-1" "1-0" "3-3" "1-0" "1-0" "1-0" "44-53" "1-2" "2-1" "6-14" "12-20" "48-53" "19-27" "24-29" "1-2"
"1-3" "1-0" "1-3" "2-1" "1-2" "1-2" "0-0" "0-2" "1-1" "1-2" "3-2" "1-1" "1-1" "1-1" "44-30" "1-1" "2-1" "6-3" "12-4" "48-36" "19-7" "24-10" "1-0"
"1-2" "1-2" "1-1" "2-2" "1-1" "1-1" "0-1" "0-2" "1-1" "1-1" "3-2" "1-1" "1-0" "1-1" "44-51" "1-1" "2-1" "6-16" "12-19" "48-48" "19-24" "24-24" "1-0"
"1-2" "1-2" "1-3" "2-1" "1-2" "1-2" "0-1" "0-2" "1-2" "1-3" "3-0" "1-1" "1-1" "1-1" "44-33" "1-0" "2-0" "6-0" "12-0" "48-35" "19-6" "24-13" "1-0"
"1-2" "1-1" "1-1" "2-1" "1-0" "1-1" "0-0" "0-2" "1-1" "1-2" "3-1" "1-1" "1-0" "1-1" "44-41" "1-0" "2-1" "6-9" "12-9" "48-40" "19-14" "24-17" "1-0"
"1-3" "1-2" "1-2" "2-2" "1-2" "1-1" "0-0" "0-1" "1-1" "1-1" "3-4" "1-1" "1-0" "1-1" "44-59" "1-3" "2-1" "6-19" "12-25" "48-60" "19-34" "24-37" "1-0"
"1-3" "1-2" "1-2" "2-1" "1-1" "1-2" "0-0" "0-2" "1-3" "1-1" "3-6" "1-1" "1-1" "1-1" "44-52" "1-3" "2-3" "6-12" "12-21" "48-54" "19-29" "24-30" "1-0"
"1-1" "1-2" "1-2" "2-1" "1-1" "1-1" "0-1" "0-1" "1-1" "1-1" "3-2" "1-1" "1-0" "1-1" "44-40" "1-1" "2-1" "6-7" "12-12" "48-43" "19-9" "24-15" "1-0"
"1-2" "1-2" "1-2" "2-2" "1-3" "1-2" "0-1" "0-1" "1-1" "1-1" "3-3" "1-1" "1-0" "1-0" "44-54" "1-2" "2-1" "6-9" "12-20" "48-54" "19-31" "24-33" "1-0"
"1-3" "1-3" "1-2" "2-0" "1-2" "1-2" "0-2" "0-2" "1-2" "1-2" "3-2" "1-1" "1-1" "1-1" "44-45" "1-1" "2-1" "6-13" "12-14" "48-44" "19-20" "24-22" "1-0"
"1-2" "1-1" "1-2" "2-2" "1-1" "1-1" "0-1" "0-1" "1-2" "1-2" "3-2" "1-1" "1-0" "1-1" "44-41" "1-1" "2-1" "6-8" "12-10" "48-38" "19-12" "24-14" "1-0"
"1-3" "1-2" "1-1" "2-1" "1-1" "1-1" "0-0" "0-3" "1-2" "1-1" "3-4" "1-1" "1-0" "1-1" "44-37" "1-3" "2-1" "6-5" "12-7" "48-35" "19-11" "24-14" "1-0"
"1-2" "1-2" "1-2" "2-2" "1-0" "1-1" "0-1" "0-2" "1-1" "1-1" "3-1" "1-1" "1-0" "1-1" "44-36" "1-0" "2-1" "6-12" "12-12" "48-36" "19-13" "24-18" "1-0"
"1-3" "1-2" "1-3" "2-1" "1-3" "1-2" "0-1" "0-2" "1-2" "1-2" "3-3" "1-1" "1-0" "1-1" "44-34" "1-2" "2-1" "6-5" "12-7" "48-34" "19-9" "24-10" "1-0"
"1-2" "1-2" "1-2" "2-2" "1-0" "1-1" "0-2" "0-1" "1-1" "1-2" "3-4" "1-1" "1-0" "1-1" "44-59" "1-3" "2-1" "6-19" "12-25" "48-60" "19-34" "24-37" "1-0"
"1-2" "1-2" "1-2" "2-2" "1-2" "1-2" "0-0" "0-1" "1-1" "1-1" "3-2" "1-1" "1-1" "1-1" "44-48" "1-1" "2-1" "6-16" "12-19" "48-51" "19-24" "24-24" "1-0"
"1-3" "1-2" "1-1" "2-1" "1-1" "1-1" "0-0" "0-3" "1-3" "1-2" "3-3" "1-1" "1-0" "1-1" "44-59" "1-0" "2-3" "6-20" "12-28" "48-58" "19-34" "24-36" "1-0"
"1-3" "1-3" "1-1" "2-1" "1-2" "1-2" "0-2" "0-1" "1-1" "1-1" "3-0" "1-1" "1-1" "1-1" "44-41" "1-0" "2-0" "6-0" "12-0" "48-45" "19-13" "24-16" "1-0"
"1-2" "1-1" "1-2" "2-2" "1-2" "1-1" "0-0" "0-1" "1-1" "1-1" "3-3" "1-0" "1-0" "1-1" "44-59" "1-2" "2-1" "6-20" "12-24" "48-58" "19-28" "24-28" "1-0"
"1-3" "1-0" "1-3" "2-3" "1-1" "1-1" "0-1" "0-2" "1-1" "1-1" "3-2" "1-1" "1-0" "1-1" "44-36" "1-1" "2-1" "6-3" "12-4" "48-30" "19-7" "24-10" "1-0"
"1-2" "1-2" "1-3" "2-1" "1-1" "1-2" "0-1" "0-2" "1-1" "1-2" "3-2" "1-1" "1-1" "1-1" "44-34" "1-1" "2-1" "6-4" "12-6" "48-27" "19-9" "24-13" "1-0"
"1-3" "1-1" "1-2" "2-0" "1-1" "1-1" "0-1" "0-2" "1-1" "1-1" "3-3" "1-1" "1-0" "1-1" "44-57" "1-0" "2-3" "6-10" "12-12" "48-44" "19-16" "24-18" "1-0"
"1-2" "1-1" "1-2" "2-1" "1-1" "1-1" "0-1" "0-2" "1-2" "1-2" "3-2" "1-1" "1-0" "1-1" "44-49" "1-1" "2-1" "6-13" "12-20" "48-50" "19-27" "24-28" "1-0"
"1-2" "1-2" "1-0" "2-2" "1-2" "1-2" "0-0" "0-3" "1-0" "1-2" "3-3" "1-1" "1-0" "1-1" "44-49" "1-1" "2-2" "6-8" "12-13" "48-45" "19-20" "24-24" "1-0"
"1-3" "1-1" "1-3" "2-0" "1-1" "1-3" "0-0" "0-2" "1-0" "1-0" "3-2" "1-1" "1-0" "1-1" "44-34" "1-0" "2-2" "6-5" "12-6" "48-33" "19-10" "24-16" "1-0"
"1-3" "1-1" "1-2" "2-2" "1-1" "1-1" "0-1" "0-2" "1-1" "1-2" "3-2" "1-1" "1-0" "1-1" "44-40" "1-1" "2-1" "6-7" "12-8" "48-33" "19-11" "24-14" "1-0"
"1-2" "1-2" "1-2" "2-1" "1-1" "1-2" "0-1" "0-2" "1-2" "1-2" "3-3" "1-0" "1-0" "1-1" "44-53" "1-1" "2-2" "6-17" "12-25" "48-53" "19-31" "24-37" "1-0"
"1-2" "1-1" "1-1" "2-2" "0-1" "1-0" "1-0" "2-3" "1-1" "1-2" "4-6" "1-1" "0-1" "1-1" "40-40" "4-4" "0-2" "6-3" "8-9" "34-40" "10-16" "12-22" "1-0"
"1-3" "1-0" "1-3" "2-1" "0-0" "1-0" "1-0" "2-3" "1-1" "1-1" "4-2" "1-1" "0-0" "1-1" "40-61" "4-1" "0-1" "6-23" "8-24" "34-53" "10-29" "12-29" "1-0"
"1-3" "1-1" "1-3" "2-1" "0-2" "1-2" "1-0" "2-3" "1-2" "1-2" "4-2" "1-1" "0-0" "1-1" "40-61" "4-1" "0-1" "6-23" "8-24" "34-53" "10-29" "12-29" "1-0"
"1-2" "1-2" "1-3" "2-2" "0-1" "1-2" "1-0" "2-2" "1-0" "1-2" "4-2" "1-0" "0-1" "1-1" "40-40" "4-2" "0-0" "6-4" "8-5" "34-39" "10-6" "12-11" "1-0"
"1-2" "1-2" "1-2" "2-2" "0-2" "1-1" "1-1" "2-1" "1-2" "1-1" "4-5" "1-1" "0-1" "1-0" "40-54" "4-2" "0-3" "6-17" "8-26" "34-59" "10-32" "12-38" "1-0"
"1-2" "1-3" "1-3" "2-1" "0-3" "1-2" "1-2" "2-3" "1-3" "1-3" "4-2" "1-1" "0-1" "1-1" "40-47" "4-1" "0-1" "6-10" "8-12" "34-50" "10-19" "12-22" "1-0"
"1-2" "1-2" "1-2" "2-1" "0-2" "1-2" "1-1" "2-2" "1-2" "1-2" "4-0" "1-1" "0-0" "1-1" "40-45" "4-0" "0-0" "6-0" "8-0" "34-41" "10-13" "12-16" "1-0"
"1-0" "1-1" "1-1" "2-2" "0-0" "1-0" "1-0" "2-1" "1-1" "1-0" "4-3" "1-0" "0-0" "1-0" "40-53" "4-2" "0-1" "6-14" "8-20" "34-53" "10-27" "12-29" "1-2"
"1-3" "1-0" "1-3" "2-1" "0-2" "1-2" "1-0" "2-2" "1-1" "1-2" "4-2" "1-1" "0-1" "1-1" "40-30" "4-1" "0-1" "6-3" "8-4" "34-36" "10-7" "12-10" "1-0"
"1-2" "1-2" "1-1" "2-2" "0-1" "1-1" "1-1" "2-2" "1-1" "1-1" "4-2" "1-1" "0-0" "1-1" "40-51" "4-1" "0-1" "6-16" "8-19" "34-48" "10-24" "12-24" "1-0"
"1-2" "1-2" "1-3" "2-1" "0-2" "1-2" "1-1" "2-2" "1-2" "1-3" "4-0" "1-1" "0-1" "1-1" "40-33" "4-0" "0-0" "6-0" "8-0" "34-35" "10-6" "12-13" "1-0"
"1-2" "1-1" "1-1" "2-1" "0-0" "1-1" "1-0" "2-2" "1-1" "1-2" "4-1" "1-1" "0-0" "1-1" "40-41" "4-0" "0-1" "6-9" "8-9" "34-40" "10-14" "12-17" "1-0"
"1-3" "1-2" "1-2" "2-2" "0-2" "1-1" "1-0" "2-1" "1-1" "1-1" "4-4" "1-1" "0-0" "1-1" "40-59" "4-3" "0-1" "6-19" "8-25" "34-60" "10-34" "12-37" "1-0"
"1-3" "1-2" "1-2" "2-1" "0-1" "1-2" "1-0" "2-2" "1-3" "1-1" "4-6" "1-1" "0-1" "1-1" "40-52" "4-3" "0-3" "6-12" "8-21" "34-54" "10-29" "12-30" "1-0"
"1-1" "1-2" "1-2" "2-1" "0-1" "1-1" "1-1" "2-1" "1-1" "1-1" "4-2" "1-1" "0-0" "1-1" "40-40" "4-1" "0-1" "6-7" "8-12" "34-43" "10-9" "12-15" "1-0"
"1-2" "1-2" "1-2" "2-2" "0-3" "1-2" "1-1" "2-1" "1-1" "1-1" "4-3" "1-1" "0-0" "1-0" "40-54" "4-2" "0-1" "6-9" "8-20" "34-54" "10-31" "12-33" "1-0"
"1-3" "1-3" "1-2" "2-0" "0-2" "1-2" "1-2" "2-2" "1-2" "1-2" "4-2" "1-1" "0-1" "1-1" "40-45" "4-1" "0-1" "6-13" "8-14" "34-44" "10-20" "12-22" "1-0"
"1-2" "1-1" "1-2" "2-2" "0-1" "1-1" "1-1" "2-1" "1-2" "1-2" "4-2" "1-1" "0-0" "1-1" "40-41" "4-1" "0-1" "6-8" "8-10" "34-38" "10-12" "12-14" "1-0"
"1-3" "1-2" "1-1" "2-1" "0-1" "1-1" "1-0" "2-3" "1-2" "1-1" "4-4" "1-1" "0-0" "1-1" "40-37" "4-3" "0-1" "6-5" "8-7" "34-35" "10-11" "12-14" "1-0"
"1-2" "1-2" "1-2" "2-2" "0-0" "1-1" "1-1" "2-2" "1-1" "1-1" "4-1" "1-1" "0-0" "1-1" "40-36" "4-0" "0-1" "6-12" "8-12" "34-36" "10-13" "12-18" "1-0"
"1-3" "1-2" "1-3" "2-1" "0-3" "1-2" "1-1" "2-2" "1-2" "1-2" "4-3" "1-1" "0-0" "1-1" "40-34" "4-2" "0-1" "6-5" "8-7" "34-34" "10-9" "12-10" "1-0"
