TABLE "anxiety_user"
ATTRIBUTES 23
 f_0_a symbolic
 f_1_a symbolic
 f_2_a symbolic
 f_3_a symbolic
 f_4_a symbolic
 f_5_a symbolic
 f_6_a symbolic
 f_7_a symbolic
 f_8_a symbolic
 f_9_a symbolic
 child_number symbolic
 education symbolic
 gender symbolic
 partner_education symbolic
 partner_age symbolic
 no_of_daughters symbolic
 no_of_sons symbolic
 age_oldest_child symbolic
 average_child_age symbolic
 age symbolic
 years_of_mariage symbolic
 years_of_relationship symbolic
 group symbolic
OBJECTS 1970
"1-2" "0-2" "1-1" "1-2" "0-1" "1-1" "0-1" "1-2" "1-1" "1-1" "4-2" "1-1" "1-0" "1-1" "46-51" "1-1" "3-1" "7-16" "12-19" "44-48" "21-24" "23-24" "1-0"
"1-2" "0-2" "1-3" "1-1" "0-2" "1-2" "0-1" "1-2" "1-2" "1-3" "4-0" "1-1" "1-1" "1-1" "46-33" "1-0" "3-0" "7-0" "12-0" "44-35" "21-6" "23-13" "1-0"
"1-2" "0-1" "1-1" "1-1" "0-0" "1-1" "0-0" "1-2" "1-1" "1-2" "4-1" "1-1" "1-0" "1-1" "46-41" "1-0" "3-1" "7-9" "12-9" "44-40" "21-14" "23-17" "1-0"
"1-3" "0-2" "1-2" "1-2" "0-2" "1-1" "0-0" "1-1" "1-1" "1-1" "4-4" "1-1" "1-0" "1-1" "46-59" "1-3" "3-1" "7-19" "12-25" "44-60" "21-34" "23-37" "1-0"
"1-3" "0-2" "1-2" "1-1" "0-1" "1-2" "0-0" "1-2" "1-3" "1-1" "4-6" "1-1" "1-1" "1-1" "46-52" "1-3" "3-3" "7-12" "12-21" "44-54" "21-29" "23-30" "1-0"
"1-1" "0-2" "1-2" "1-1" "0-1" "1-1" "0-1" "1-1" "1-1" "1-1" "4-2" "1-1" "1-0" "1-1" "46-40" "1-1" "3-1" "7-7" "12-12" "44-43" "21-9" "23-15" "1-0"
"1-2" "0-2" "1-2" "1-2" "0-3" "1-2" "0-1" "1-1" "1-1" "1-1" "4-3" "1-1" "1-0" "1-0" "46-54" "1-2" "3-1" "7-9" "12-20" "44-54" "21-31" "23-33" "1-0"
"1-3" "0-3" "1-2" "1-0" "0-2" "1-2" "0-2" "1-2" "1-2" "1-2" "4-2" "1-1" "1-1" "1-1" "46-45" "1-1" "3-1" "7-13" "12-14" "44-44" "21-20" "23-22" "1-0"
"1-2" "0-1" "1-2" "1-2" "0-1" "1-1" "0-1" "1-1" "1-2" "1-2" "4-2" "1-1" "1-0" "1-1" "46-41" "1-1" "3-1" "7-8" "12-10" "44-38" "21-12" "23-14" "1-0"
"1-3" "0-2" "1-1" "1-1" "0-1" "1-1" "0-0" "1-3" "1-2" "1-1" "4-4" "1-1" "1-0" "1-1" "46-37" "1-3" "3-1" "7-5" "12-7" "44-35" "21-11" "23-14" "1-0"
"1-2" "0-2" "1-2" "1-2" "0-0" "1-1" "0-1" "1-2" "1-1" "1-1" "4-1" "1-1" "1-0" "1-1" "46-36" "1-0" "3-1" "7-12" "12-12" "44-36" "21-13" "23-18" "1-0"
"1-3" "0-2" "1-3" "1-1" "0-3" "1-2" "0-1" "1-2" "1-2" "1-2" "4-3" "1-1" "1-0" "1-1" "46-34" "1-2" "3-1" "7-5" "12-7" "44-34" "21-9" "23-10" "1-0"
"1-2" "0-2" "1-2" "1-2" "0-0" "1-1" "0-2" "1-1" "1-1" "1-2" "4-4" "1-1" "1-0" "1-1" "46-59" "1-3" "3-1" "7-19" "12-25" "44-60" "21-34" "23-37" "1-0"
"1-2" "0-2" "1-2" "1-2" "0-2" "1-2" "0-0" "1-1" "1-1" "1-1" "4-2" "1-1" "1-1" "1-1" "46-48" "1-1" "3-1" "7-16" "12-19" "44-51" "21-24" "23-24" "1-0"
"1-3" "0-2" "1-1" "1-1" "0-1" "1-1" "0-0" "1-3" "1-3" "1-2" "4-3" "1-1" "1-0" "1-1" "46-59" "1-0" "3-3" "7-20" "12-28" "44-58" "21-34" "23-36" "1-0"
"1-3" "0-3" "1-1" "1-1" "0-2" "1-2" "0-2" "1-1" "1-1" "1-1" "4-0" "1-1" "1-1" "1-1" "46-41" "1-0" "3-0" "7-0" "12-0" "44-45" "21-13" "23-16" "1-0"
"1-2" "0-1" "1-2" "1-2" "0-2" "1-1" "0-0" "1-1" "1-1" "1-1" "4-3" "1-0" "1-0" "1-1" "46-59" "1-2" "3-1" "7-20" "12-24" "44-58" "21-28" "23-28" "1-0"
"1-3" "0-0" "1-3" "1-3" "0-1" "1-1" "0-1" "1-2" "1-1" "1-1" "4-2" "1-1" "1-0" "1-1" "46-36" "1-1" "3-1" "7-3" "12-4" "44-30" "21-7" "23-10" "1-0"
"1-2" "0-2" "1-3" "1-1" "0-1" "1-2" "0-1" "1-2" "1-1" "1-2" "4-2" "1-1" "1-1" "1-1" "46-34" "1-1" "3-1" "7-4" "12-6" "44-27" "21-9" "23-13" "1-0"
"1-3" "0-1" "1-2" "1-0" "0-1" "1-1" "0-1" "1-2" "1-1" "1-1" "4-3" "1-1" "1-0" "1-1" "46-57" "1-0" "3-3" "7-10" "12-12" "44-44" "21-16" "23-18" "1-0"
"1-2" "0-1" "1-2" "1-1" "0-1" "1-1" "0-1" "1-2" "1-2" "1-2" "4-2" "1-1" "1-0" "1-1" "46-49" "1-1" "3-1" "7-13" "12-20" "44-50" "21-27" "23-28" "1-0"
"1-2" "0-2" "1-0" "1-2" "0-2" "1-2" "0-0" "1-3" "1-0" "1-2" "4-3" "1-1" "1-0" "1-1" "46-49" "1-1" "3-2" "7-8" "12-13" "44-45" "21-20" "23-24" "1-0"
"1-3" "0-1" "1-3" "1-0" "0-1" "1-3" "0-0" "1-2" "1-0" "1-0" "4-2" "1-1" "1-0" "1-1" "46-34" "1-0" "3-2" "7-5" "12-6" "44-33" "21-10" "23-16" "1-0"
"1-3" "0-1" "1-2" "1-2" "0-1" "1-1" "0-1" "1-2" "1-1" "1-2" "4-2" "1-1" "1-0" "1-1" "46-40" "1-1" "3-1" "7-7" "12-8" "44-33" "21-11" "23-14" "1-0"
"1-2" "0-2" "1-2" "1-1" "0-1" "1-2" "0-1" "1-2" "1-2" "1-2" "4-3" "1-0" "1-0" "1-1" "46-53" "1-1" "3-2" "7-17" "12-25" "44-53" "21-31" "23-37" "1-0"
"0-2" "0-1" "0-1" "3-2" "0-1" "0-0" "0-0" "1-3" "1-1" "0-2" "2-6" "1-1" "1-1" "1-1" "42-40" "0-4" "2-2" "12-3" "13-9" "40-40" "15-16" "17-22" "1-0"
"0-3" "0-0" "0-3" "3-1" "0-0" "0-0" "0-0" "1-3" "1-1" "0-1" "2-2" "1-1" "1-0" "1-1" "42-61" "0-1" "2-1" "12-23" "13-24" "40-53" "15-29" "17-29" "1-0"
"0-3" "0-1" "0-3" "3-1" "0-2" "0-2" "0-0" "1-3" "1-2" "0-2" "2-2" "1-1" "1-0" "1-1" "42-61" "0-1" "2-1" "12-23" "13-24" "40-53" "15-29" "17-29" "1-0"
"0-2" "0-2" "0-3" "3-2" "0-1" "0-2" "0-0" "1-2" "1-0" "0-2" "2-2" "1-0" "1-1" "1-1" "42-40" "0-2" "2-0" "12-4" "13-5" "40-39" "15-6" "17-11" "1-0"
"0-2" "0-2" "0-2" "3-2" "0-2" "0-1" "0-1" "1-1" "1-2" "0-1" "2-5" "1-1" "1-1" "1-0" "42-54" "0-2" "2-3" "12-17" "13-26" "40-59" "15-32" "17-38" "1-0"
"0-2" "0-3" "0-3" "3-1" "0-3" "0-2" "0-2" "1-3" "1-3" "0-3" "2-2" "1-1" "1-1" "1-1" "42-47" "0-1" "2-1" "12-10" "13-12" "40-50" "15-19" "17-22" "1-0"
"0-2" "0-2" "0-2" "3-1" "0-2" "0-2" "0-1" "1-2" "1-2" "0-2" "2-0" "1-1" "1-0" "1-1" "42-45" "0-0" "2-0" "12-0" "13-0" "40-41" "15-13" "17-16" "1-0"
"0-0" "0-1" "0-1" "3-2" "0-0" "0-0" "0-0" "1-1" "1-1" "0-0" "2-3" "1-0" "1-0" "1-0" "42-53" "0-2" "2-1" "12-14" "13-20" "40-53" "15-27" "17-29" "1-2"
"0-3" "0-0" "0-3" "3-1" "0-2" "0-2" "0-0" "1-2" "1-1" "0-2" "2-2" "1-1" "1-1" "1-1" "42-30" "0-1" "2-1" "12-3" "13-4" "40-36" "15-7" "17-10" "1-0"
"0-2" "0-2" "0-1" "3-2" "0-1" "0-1" "0-1" "1-2" "1-1" "0-1" "2-2" "1-1" "1-0" "1-1" "42-51" "0-1" "2-1" "12-16" "13-19" "40-48" "15-24" "17-24" "1-0"
"0-2" "0-2" "0-3" "3-1" "0-2" "0-2" "0-1" "1-2" "1-2" "0-3" "2-0" "1-1" "1-1" "1-1" "42-33" "0-0" "2-0" "12-0" "13-0" "40-35" "15-6" "17-13" "1-0"
"0-2" "0-1" "0-1" "3-1" "0-0" "0-1" "0-0" "1-2" "1-1" "0-2" "2-1" "1-1" "1-0" "1-1" "42-41" "0-0" "2-1" "12-9" "13-9" "40-40" "15-14" "17-17" "1-0"
"0-3" "0-2" "0-2" "3-2" "0-2" "0-1" "0-0" "1-1" "1-1" "0-1" "2-4" "1-1" "1-0" "1-1" "42-59" "0-3" "2-1" "12-19" "13-25" "40-60" "15-34" "17-37" "1-0"
"0-3" "0-2" "0-2" "3-1" "0-1" "0-2" "0-0" "1-2" "1-3" "0-1" "2-6" "1-1" "1-1" "1-1" "42-52" "0-3" "2-3" "12-12" "13-21" "40-54" "15-29" "17-30" "1-0"
"0-1" "0-2" "0-2" "3-1" "0-1" "0-1" "0-1" "1-1" "1-1" "0-1" "2-2" "1-1" "1-0" "1-1" "42-40" "0-1" "2-1" "12-7" "13-12" "40-43" "15-9" "17-15" "1-0"
"0-2" "0-2" "0-2" "3-2" "0-3" "0-2" "0-1" "1-1" "1-1" "0-1" "2-3" "1-1" "1-0" "1-0" "42-54" "0-2" "2-1" "12-9" "13-20" "40-54" "15-31" "17-33" "1-0"
"0-3" "0-3" "0-2" "3-0" "0-2" "0-2" "0-2" "1-2" "1-2" "0-2" "2-2" "1-1" "1-1" "1-1" "42-45" "0-1" "2-1" "12-13" "13-14" "40-44" "15-20" "17-22" "1-0"
"0-2" "0-1" "0-2" "3-2" "0-1" "0-1" "0-1" "1-1" "1-2" "0-2" "2-2" "1-1" "1-0" "1-1" "42-41" "0-1" "2-1" "12-8" "13-10" "40-38" "15-12" "17-14" "1-0"
"0-3" "0-2" "0-1" "3-1" "0-1" "0-1" "0-0" "1-3" "1-2" "0-1" "2-4" "1-1" "1-0" "1-1" "42-37" "0-3" "2-1" "12-5" "13-7" "40-35" "15-11" "17-14" "1-0"
"0-2" "0-2" "0-2" "3-2" "0-0" "0-1" "0-1" "1-2" "1-1" "0-1" "2-1" "1-1" "1-0" "1-1" "42-36" "0-0" "2-1" "12-12" "13-12" "40-36" "15-13" "17-18" "1-0"
"0-3" "0-2" "0-3" "3-1" "0-3" "0-2" "0-1" "1-2" "1-2" "0-2" "2-3" "1-1" "1-0" "1-1" "42-34" "0-2" "2-1" "12-5" "13-7" "40-34" "15-9" "17-10" "1-0"
"0-2" "0-2" "0-2" "3-2" "0-0" "0-1" "0-2" "1-1" "1-1" "0-2" "2-4" "1-1" "1-0" "1-1" "42-59" "0-3" "2-1" "12-19" "13-25" "40-60" "15-34" "17-37" "1-0"
"0-2" "0-2" "0-2" "3-2" "0-2" "0-2" "0-0" "1-1" "1-1" "0-1" "2-2" "1-1" "1-1" "1-1" "42-48" "0-1" "2-1" "12-16" "13-19" "40-51" "15-24" "17-24" "1-0"
"0-3" "0-2" "0-1" "3-1" "0-1" "0-1" "0-0" "1-3" "1-3" "0-2" "2-3" "1-1" "1-0" "1-1" "42-59" "0-0" "2-3" "12-20" "13-28" "40-58" "15-34" "17-36" "1-0"
"0-3" "0-3" "0-1" "3-1" "0-2" "0-2" "0-2" "1-1" "1-1" "0-1" "2-0" "1-1" "1-1" "1-1" "42-41" "0-0" "2-0" "12-0" "13-0" "40-45" "15-13" "17-16" "1-0"
"0-2" "0-1" "0-2" "3-2" "0-2" "0-1" "0-0" "1-1" "1-1" "0-1" "2-3" "1-0" "1-0" "1-1" "42-59" "0-2" "2-1" "12-20" "13-24" "40-58" "15-28" "17-28" "1-0"
"0-3" "0-0" "0-3" "3-3" "0-1" "0-1" "0-1" "1-2" "1-1" "0-1" "2-2" "1-1" "1-0" "1-1" "42-36" "0-1" "2-1" "12-3" "13-4" "40-30" "15-7" "17-10" "1-0"
"0-2" "0-2" "0-3" "3-1" "0-1" "0-2" "0-1" "1-2" "1-1" "0-2" "2-2" "1-1" "1-1" "1-1" "42-34" "0-1" "2-1" "12-4" "13-6" "40-27" "15-9" "17-13" "1-0"
"0-3" "0-1" "0-2" "3-0" "0-1" "0-1" "0-1" "1-2" "1-1" "0-1" "2-3" "1-1" "1-0" "1-1" "42-57" "0-0" "2-3" "12-10" "13-12" "40-44" "15-16" "17-18" "1-0"
"0-2" "0-1" "0-2" "3-1" "0-1" "0-1" "0-1" "1-2" "1-2" "0-2" "2-2" "1-1" "1-0" "1-1" "42-49" "0-1" "2-1" "12-13" "13-20" "40-50" "15-27" "17-28" "1-0"
"0-2" "0-2" "0-0" "3-2" "0-2" "0-2" "0-0" "1-3" "1-0" "0-2" "2-3" "1-1" "1-0" "1-1" "42-49" "0-1" "2-2" "12-8" "13-13" "40-45" "15-20" "17-24" "1-0"
"0-3" "0-1" "0-3" "3-0" "0-1" "0-3" "0-0" "1-2" "1-0" "0-0" "2-2" "1-1" "1-0" "1-1" "42-34" "0-0" "2-2" "12-5" "13-6" "40-33" "15-10" "17-16" "1-0"
"0-3" "0-1" "0-2" "3-2" "0-1" "0-1" "0-1" "1-2" "1-1" "0-2" "2-2" "1-1" "1-0" "1-1" "42-40" "0-1" "2-1" "12-7" "13-8" "40-33" "15-11" "17-14" "1-0"
"0-2" "0-2" "0-2" "3-1" "0-1" "0-2" "0-1" "1-2" "1-2" "0-2" "2-3" "1-0" "1-0" "1-1" "42-53" "0-1" "2-2" "12-17" "13-25" "40-53" "15-31" "17-37" "1-0"
"3-2" "2-1" "2-3" "2-1" "2-0" "1-1" "0-0" "1-0" "1-0" "1-0" "4-4" "1-1" "0-0" "1-1" "59-45" "3-2" "1-2" "19-11" "25-16" "60-45" "34-21" "37-27" "0-1"
"3-1" "2-0" "2-1" "2-2" "2-1" "1-1" "0-0" "1-1" "1-0" "1-1" "4-2" "1-1" "0-0" "1-1" "59-51" "3-1" "1-1" "19-15" "25-17" "60-49" "34-24" "37-32" "0-1"
"3-0" "2-1" "2-1" "2-2" "2-0" "1-0" "0-0" "1-1" "1-1" "1-0" "4-3" "1-0" "0-0" "1-0" "59-53" "3-2" "1-1" "19-14" "25-20" "60-53" "34-27" "37-29" "0-2"
"3-1" "2-1" "2-1" "2-1" "2-1" "1-1" "0-0" "1-0" "1-0" "1-0" "4-3" "1-1" "0-1" "1-0" "59-53" "3-1" "1-2" "19-17" "25-25" "60-53" "34-31" "37-37" "0-1"
"3-1" "2-1" "2-1" "2-2" "2-1" "1-1" "0-0" "1-1" "1-1" "1-2" "4-3" "1-1" "0-1" "1-1" "59-45" "3-1" "1-2" "19-8" "25-13" "60-49" "34-20" "37-24" "0-1"
"3-1" "2-0" "2-1" "2-1" "2-0" "1-1" "0-0" "1-1" "1-1" "1-1" "4-4" "1-1" "0-1" "1-1" "59-46" "3-1" "1-3" "19-7" "25-12" "60-44" "34-21" "37-23" "0-1"
"3-0" "2-0" "2-0" "2-3" "2-0" "1-0" "0-0" "1-1" "1-1" "1-0" "4-2" "1-1" "0-1" "1-1" "59-42" "3-0" "1-2" "19-12" "25-13" "60-40" "34-15" "37-17" "0-1"
"3-2" "2-1" "2-0" "2-2" "2-0" "1-0" "0-0" "1-0" "1-2" "1-0" "4-5" "1-1" "0-1" "1-1" "59-43" "3-1" "1-4" "19-11" "25-14" "60-46" "34-20" "37-22" "0-1"
"3-1" "2-1" "2-2" "2-3" "2-0" "1-0" "0-0" "1-0" "1-0" "1-0" "4-2" "1-1" "0-0" "1-1" "59-41" "3-1" "1-1" "19-12" "25-14" "60-41" "34-16" "37-22" "0-1"
"3-1" "2-1" "2-1" "2-3" "2-0" "1-1" "0-0" "1-1" "1-1" "1-1" "4-5" "1-1" "0-0" "1-1" "59-46" "3-1" "1-4" "19-11" "25-14" "60-43" "34-20" "37-22" "0-1"
"3-1" "2-0" "2-1" "2-1" "2-0" "1-1" "0-0" "1-1" "1-1" "1-1" "4-3" "1-0" "0-1" "1-1" "59-44" "3-0" "1-3" "19-11" "25-14" "60-53" "34-19" "37-21" "0-1"
"3-1" "2-0" "2-1" "2-3" "2-0" "1-0" "0-0" "1-0" "1-0" "1-0" "4-1" "1-1" "0-1" "1-1" "59-47" "3-1" "1-0" "19-10" "25-10" "60-49" "34-22" "37-25" "0-1"
"3-2" "2-0" "2-0" "2-2" "2-0" "1-1" "0-0" "1-0" "1-0" "1-0" "4-2" "1-1" "0-1" "1-1" "59-40" "3-2" "1-0" "19-12" "25-13" "60-40" "34-18" "37-22" "0-1"
"3-1" "2-1" "2-1" "2-2" "2-1" "1-1" "0-0" "1-0" "1-1" "1-1" "4-3" "1-1" "0-1" "1-1" "59-44" "3-1" "1-2" "19-6" "25-12" "60-48" "34-19" "37-24" "0-1"
"3-1" "2-1" "2-1" "2-2" "2-0" "1-1" "0-1" "1-2" "1-1" "1-1" "4-4" "1-1" "0-0" "1-1" "59-40" "3-4" "1-0" "19-6" "25-8" "60-34" "34-10" "37-12" "0-1"
"3-3" "2-0" "2-2" "2-3" "2-0" "1-2" "0-0" "1-0" "1-0" "1-0" "4-2" "1-1" "0-0" "1-1" "59-44" "3-1" "1-1" "19-13" "25-14" "60-45" "34-20" "37-22" "0-1"
"3-1" "2-0" "2-1" "2-2" "2-1" "1-0" "0-0" "1-0" "1-0" "1-1" "4-1" "1-1" "0-1" "1-1" "59-36" "3-1" "1-0" "19-7" "25-7" "60-37" "34-8" "37-10" "0-1"
"3-1" "2-1" "2-1" "2-1" "2-1" "1-1" "0-0" "1-1" "1-0" "1-0" "4-2" "1-1" "0-1" "1-1" "59-35" "3-2" "1-0" "19-4" "25-6" "60-34" "34-9" "37-11" "0-1"
"3-1" "2-0" "2-1" "2-3" "2-1" "1-1" "0-0" "1-1" "1-0" "1-0" "4-3" "1-1" "0-0" "1-1" "59-45" "3-1" "1-2" "19-9" "25-12" "60-43" "34-18" "37-20" "0-1"
"3-1" "2-0" "2-0" "2-2" "2-0" "1-0" "0-0" "1-1" "1-1" "1-0" "4-3" "1-1" "0-1" "1-1" "59-39" "3-2" "1-1" "19-4" "25-7" "60-38" "34-10" "37-12" "0-1"
"3-2" "2-1" "2-2" "2-3" "2-0" "1-0" "0-0" "1-1" "1-1" "1-2" "4-2" "1-1" "0-0" "1-1" "59-41" "3-2" "1-0" "19-10" "25-12" "60-41" "34-15" "37-16" "0-1"
"3-1" "2-1" "2-2" "2-2" "2-0" "1-0" "0-0" "1-0" "1-0" "1-0" "4-3" "1-1" "0-1" "1-1" "59-40" "3-1" "1-2" "19-10" "25-13" "60-46" "34-19" "37-22" "0-1"
"3-1" "2-0" "2-1" "2-2" "2-0" "1-0" "0-0" "1-2" "1-0" "1-1" "4-2" "1-1" "0-0" "1-1" "59-48" "3-1" "1-1" "19-10" "25-15" "60-49" "34-4" "37-26" "0-1"
"3-2" "2-2" "2-2" "2-2" "2-1" "1-1" "0-0" "1-1" "1-2" "1-1" "4-1" "1-1" "0-0" "1-1" "59-49" "3-1" "1-0" "19-10" "25-10" "60-47" "34-22" "37-25" "0-1"
"3-1" "2-0" "2-1" "2-2" "2-0" "1-1" "0-0" "1-1" "1-1" "1-1" "4-0" "1-1" "0-1" "1-0" "59-51" "3-0" "1-0" "19-0" "25-0" "60-53" "34-5" "37-6" "0-1"
"3-3" "2-1" "2-2" "2-1" "2-1" "1-1" "0-0" "1-2" "1-1" "1-2" "4-2" "1-0" "0-0" "1-0" "59-36" "3-0" "1-2" "19-10" "25-10" "60-35" "34-14" "37-18" "0-1"
"3-1" "2-0" "2-1" "2-3" "2-1" "1-0" "0-0" "1-1" "1-1" "1-1" "4-3" "1-1" "0-1" "1-1" "59-40" "3-0" "1-3" "19-5" "25-8" "60-38" "34-13" "37-19" "0-1"
"3-1" "2-0" "2-0" "2-3" "2-1" "1-0" "0-0" "1-0" "1-0" "1-1" "4-2" "1-1" "0-1" "1-1" "59-38" "3-1" "1-1" "19-8" "25-10" "60-41" "34-12" "37-14" "0-1"
"3-2" "2-1" "2-1" "2-1" "2-0" "1-1" "0-0" "1-2" "1-0" "1-0" "4-4" "1-1" "0-0" "1-1" "59-48" "3-2" "1-2" "19-11" "25-14" "60-45" "34-20" "37-23" "0-1"
"2-2" "1-1" "0-1" "2-2" "0-1" "0-0" "0-0" "0-3" "2-1" "0-2" "5-6" "1-1" "1-1" "1-1" "43-40" "1-4" "4-2" "11-3" "14-9" "46-40" "20-16" "22-22" "1-0"
"2-3" "1-0" "0-3" "2-1" "0-0" "0-0" "0-0" "0-3" "2-1" "0-1" "5-2" "1-1" "1-0" "1-1" "43-61" "1-1" "4-1" "11-23" "14-24" "46-53" "20-29" "22-29" "1-0"
"2-3" "1-1" "0-3" "2-1" "0-2" "0-2" "0-0" "0-3" "2-2" "0-2" "5-2" "1-1" "1-0" "1-1" "43-61" "1-1" "4-1" "11-23" "14-24" "46-53" "20-29" "22-29" "1-0"
"2-2" "1-2" "0-3" "2-2" "0-1" "0-2" "0-0" "0-2" "2-0" "0-2" "5-2" "1-0" "1-1" "1-1" "43-40" "1-2" "4-0" "11-4" "14-5" "46-39" "20-6" "22-11" "1-0"
"2-2" "1-2" "0-2" "2-2" "0-2" "0-1" "0-1" "0-1" "2-2" "0-1" "5-5" "1-1" "1-1" "1-0" "43-54" "1-2" "4-3" "11-17" "14-26" "46-59" "20-32" "22-38" "1-0"
"2-2" "1-3" "0-3" "2-1" "0-3" "0-2" "0-2" "0-3" "2-3" "0-3" "5-2" "1-1" "1-1" "1-1" "43-47" "1-1" "4-1" "11-10" "14-12" "46-50" "20-19" "22-22" "1-0"
"2-2" "1-2" "0-2" "2-1" "0-2" "0-2" "0-1" "0-2" "2-2" "0-2" "5-0" "1-1" "1-0" "1-1" "43-45" "1-0" "4-0" "11-0" "14-0" "46-41" "20-13" "22-16" "1-0"
"2-0" "1-1" "0-1" "2-2" "0-0" "0-0" "0-0" "0-1" "2-1" "0-0" "5-3" "1-0" "1-0" "1-0" "43-53" "1-2" "4-1" "11-14" "14-20" "46-53" "20-27" "22-29" "1-2"
"2-3" "1-0" "0-3" "2-1" "0-2" "0-2" "0-0" "0-2" "2-1" "0-2" "5-2" "1-1" "1-1" "1-1" "43-30" "1-1" "4-1" "11-3" "14-4" "46-36" "20-7" "22-10" "1-0"
"2-2" "1-2" "0-1" "2-2" "0-1" "0-1" "0-1" "0-2" "2-1" "0-1" "5-2" "1-1" "1-0" "1-1" "43-51" "1-1" "4-1" "11-16" "14-19" "46-48" "20-24" "22-24" "1-0"
"2-2" "1-2" "0-3" "2-1" "0-2" "0-2" "0-1" "0-2" "2-2" "0-3" "5-0" "1-1" "1-1" "1-1" "43-33" "1-0" "4-0" "11-0" "14-0" "46-35" "20-6" "22-13" "1-0"
"2-2" "1-1" "0-1" "2-1" "0-0" "0-1" "0-0" "0-2" "2-1" "0-2" "5-1" "1-1" "1-0" "1-1" "43-41" "1-0" "4-1" "11-9" "14-9" "46-40" "20-14" "22-17" "1-0"
"2-3" "1-2" "0-2" "2-2" "0-2" "0-1" "0-0" "0-1" "2-1" "0-1" "5-4" "1-1" "1-0" "1-1" "43-59" "1-3" "4-1" "11-19" "14-25" "46-60" "20-34" "22-37" "1-0"
"2-3" "1-2" "0-2" "2-1" "0-1" "0-2" "0-0" "0-2" "2-3" "0-1" "5-6" "1-1" "1-1" "1-1" "43-52" "1-3" "4-3" "11-12" "14-21" "46-54" "20-29" "22-30" "1-0"
"2-1" "1-2" "0-2" "2-1" "0-1" "0-1" "0-1" "0-1" "2-1" "0-1" "5-2" "1-1" "1-0" "1-1" "43-40" "1-1" "4-1" "11-7" "14-12" "46-43" "20-9" "22-15" "1-0"
"2-2" "1-2" "0-2" "2-2" "0-3" "0-2" "0-1" "0-1" "2-1" "0-1" "5-3" "1-1" "1-0" "1-0" "43-54" "1-2" "4-1" "11-9" "14-20" "46-54" "20-31" "22-33" "1-0"
"2-3" "1-3" "0-2" "2-0" "0-2" "0-2" "0-2" "0-2" "2-2" "0-2" "5-2" "1-1" "1-1" "1-1" "43-45" "1-1" "4-1" "11-13" "14-14" "46-44" "20-20" "22-22" "1-0"
"2-2" "1-1" "0-2" "2-2" "0-1" "0-1" "0-1" "0-1" "2-2" "0-2" "5-2" "1-1" "1-0" "1-1" "43-41" "1-1" "4-1" "11-8" "14-10" "46-38" "20-12" "22-14" "1-0"
"2-3" "1-2" "0-1" "2-1" "0-1" "0-1" "0-0" "0-3" "2-2" "0-1" "5-4" "1-1" "1-0" "1-1" "43-37" "1-3" "4-1" "11-5" "14-7" "46-35" "20-11" "22-14" "1-0"
"2-2" "1-2" "0-2" "2-2" "0-0" "0-1" "0-1" "0-2" "2-1" "0-1" "5-1" "1-1" "1-0" "1-1" "43-36" "1-0" "4-1" "11-12" "14-12" "46-36" "20-13" "22-18" "1-0"
"2-3" "1-2" "0-3" "2-1" "0-3" "0-2" "0-1" "0-2" "2-2" "0-2" "5-3" "1-1" "1-0" "1-1" "43-34" "1-2" "4-1" "11-5" "14-7" "46-34" "20-9" "22-10" "1-0"
"2-2" "1-2" "0-2" "2-2" "0-0" "0-1" "0-2" "0-1" "2-1" "0-2" "5-4" "1-1" "1-0" "1-1" "43-59" "1-3" "4-1" "11-19" "14-25" "46-60" "20-34" "22-37" "1-0"
"2-2" "1-2" "0-2" "2-2" "0-2" "0-2" "0-0" "0-1" "2-1" "0-1" "5-2" "1-1" "1-1" "1-1" "43-48" "1-1" "4-1" "11-16" "14-19" "46-51" "20-24" "22-24" "1-0"
"2-3" "1-2" "0-1" "2-1" "0-1" "0-1" "0-0" "0-3" "2-3" "0-2" "5-3" "1-1" "1-0" "1-1" "43-59" "1-0" "4-3" "11-20" "14-28" "46-58" "20-34" "22-36" "1-0"
"2-3" "1-3" "0-1" "2-1" "0-2" "0-2" "0-2" "0-1" "2-1" "0-1" "5-0" "1-1" "1-1" "1-1" "43-41" "1-0" "4-0" "11-0" "14-0" "46-45" "20-13" "22-16" "1-0"
"2-2" "1-1" "0-2" "2-2" "0-2" "0-1" "0-0" "0-1" "2-1" "0-1" "5-3" "1-0" "1-0" "1-1" "43-59" "1-2" "4-1" "11-20" "14-24" "46-58" "20-28" "22-28" "1-0"
"2-3" "1-0" "0-3" "2-3" "0-1" "0-1" "0-1" "0-2" "2-1" "0-1" "5-2" "1-1" "1-0" "1-1" "43-36" "1-1" "4-1" "11-3" "14-4" "46-30" "20-7" "22-10" "1-0"
"2-2" "1-2" "0-3" "2-1" "0-1" "0-2" "0-1" "0-2" "2-1" "0-2" "5-2" "1-1" "1-1" "1-1" "43-34" "1-1" "4-1" "11-4" "14-6" "46-27" "20-9" "22-13" "1-0"
"2-3" "1-1" "0-2" "2-0" "0-1" "0-1" "0-1" "0-2" "2-1" "0-1" "5-3" "1-1" "1-0" "1-1" "43-57" "1-0" "4-3" "11-10" "14-12" "46-44" "20-16" "22-18" "1-0"
"2-2" "1-1" "0-2" "2-1" "0-1" "0-1" "0-1" "0-2" "2-2" "0-2" "5-2" "1-1" "1-0" "1-1" "43-49" "1-1" "4-1" "11-13" "14-20" "46-50" "20-27" "22-28" "1-0"
